"No.","Time","D_Time","Source","Destination","s_port","d_port","Protocol","Length","Sequence num","Ack number","data len","Calculated window size","Info"
"157","0.007625s","0.000011s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","121633","","2920","http > 49557 [ACK] Seq=1 Ack=121633 Win=2920 Len=0 TSval=1066137 TSecr=1069741"
"158","0.007763s","0.000138s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","121633","1","1448","29312","[TCP segment of a reassembled PDU]"
"159","0.007771s","0.000008s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","123081","1","2896","29312","[TCP segment of a reassembled PDU]"
"160","0.007793s","0.000022s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","124529","","2920","http > 49557 [ACK] Seq=1 Ack=124529 Win=2920 Len=0 TSval=1066137 TSecr=1069741"
"161","0.007917s","0.000124s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","124529","1","1448","29312","[TCP segment of a reassembled PDU]"
"162","0.007966s","0.000049s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","125977","1","2896","29312","[TCP segment of a reassembled PDU]"
"163","0.007976s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","127425","","2920","http > 49557 [ACK] Seq=1 Ack=127425 Win=2920 Len=0 TSval=1066137 TSecr=1069741"
"164","0.008113s","0.000137s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","127425","1","1448","29312","[TCP segment of a reassembled PDU]"
"165","0.008122s","0.000009s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","128873","1","2896","29312","[TCP segment of a reassembled PDU]"
"166","0.008133s","0.000011s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","130321","","2920","http > 49557 [ACK] Seq=1 Ack=130321 Win=2920 Len=0 TSval=1066137 TSecr=1069741"
"167","0.008247s","0.000114s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","130321","1","1448","29312","[TCP segment of a reassembled PDU]"
"168","0.008296s","0.000049s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","131769","1","2896","29312","[TCP segment of a reassembled PDU]"
"169","0.008305s","0.000009s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","133217","","2920","http > 49557 [ACK] Seq=1 Ack=133217 Win=2920 Len=0 TSval=1066137 TSecr=1069741"
"170","0.008442s","0.000137s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","133217","1","1448","29312","[TCP segment of a reassembled PDU]"
"171","0.008450s","0.000008s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","134665","1","2896","29312","[TCP segment of a reassembled PDU]"
"172","0.008461s","0.000011s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","136113","","2920","http > 49557 [ACK] Seq=1 Ack=136113 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"173","0.008575s","0.000114s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","136113","1","1448","29312","[TCP segment of a reassembled PDU]"
"174","0.008625s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","137561","1","2896","29312","[TCP segment of a reassembled PDU]"
"175","0.008634s","0.000009s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","139009","","2920","http > 49557 [ACK] Seq=1 Ack=139009 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"176","0.008771s","0.000137s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","139009","1","1448","29312","[TCP segment of a reassembled PDU]"
"177","0.008779s","0.000008s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","140457","1","2896","29312","[TCP segment of a reassembled PDU]"
"178","0.008790s","0.000011s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","141905","","2920","http > 49557 [ACK] Seq=1 Ack=141905 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"179","0.008905s","0.000115s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","141905","1","1448","29312","[TCP segment of a reassembled PDU]"
"180","0.008955s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","143353","1","2896","29312","[TCP segment of a reassembled PDU]"
"181","0.008964s","0.000009s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","144801","","2920","http > 49557 [ACK] Seq=1 Ack=144801 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"182","0.009103s","0.000139s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","144801","1","1448","29312","[TCP segment of a reassembled PDU]"
"183","0.009110s","0.000007s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","146249","1","2896","29312","[TCP segment of a reassembled PDU]"
"184","0.009121s","0.000011s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","147697","","2920","http > 49557 [ACK] Seq=1 Ack=147697 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"185","0.009238s","0.000117s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","147697","1","1448","29312","[TCP segment of a reassembled PDU]"
"186","0.009288s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","149145","1","2896","29312","[TCP segment of a reassembled PDU]"
"187","0.009297s","0.000009s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","150593","","2920","http > 49557 [ACK] Seq=1 Ack=150593 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"188","0.009434s","0.000137s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","150593","1","1448","29312","[TCP segment of a reassembled PDU]"
"189","0.009442s","0.000008s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","152041","1","2896","29312","[TCP segment of a reassembled PDU]"
"190","0.009452s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","153489","","2920","http > 49557 [ACK] Seq=1 Ack=153489 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"191","0.009566s","0.000114s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","153489","1","1448","29312","[TCP segment of a reassembled PDU]"
"192","0.009616s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","154937","1","2896","29312","[TCP segment of a reassembled PDU]"
"193","0.009626s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","156385","","2920","http > 49557 [ACK] Seq=1 Ack=156385 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"194","0.009764s","0.000138s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","156385","1","1448","29312","[TCP segment of a reassembled PDU]"
"195","0.009772s","0.000008s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","157833","1","2896","29312","[TCP segment of a reassembled PDU]"
"196","0.009782s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","159281","","2920","http > 49557 [ACK] Seq=1 Ack=159281 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"197","0.009896s","0.000114s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","159281","1","1448","29312","[TCP segment of a reassembled PDU]"
"198","0.009947s","0.000051s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","160729","1","2896","29312","[TCP segment of a reassembled PDU]"
"199","0.009955s","0.000008s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","162177","","2920","http > 49557 [ACK] Seq=1 Ack=162177 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"200","0.010094s","0.000139s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","162177","1","1448","29312","[TCP segment of a reassembled PDU]"
"201","0.010101s","0.000007s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","163625","1","2896","29312","[TCP segment of a reassembled PDU]"
"202","0.010112s","0.000011s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","165073","","2920","http > 49557 [ACK] Seq=1 Ack=165073 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"203","0.010227s","0.000115s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","165073","1","1448","29312","[TCP segment of a reassembled PDU]"
"204","0.010277s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","166521","1","2896","29312","[TCP segment of a reassembled PDU]"
"205","0.010285s","0.000008s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","167969","","2920","http > 49557 [ACK] Seq=1 Ack=167969 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"206","0.010423s","0.000138s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","167969","1","1448","29312","[TCP segment of a reassembled PDU]"
"207","0.010431s","0.000008s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","169417","1","2896","29312","[TCP segment of a reassembled PDU]"
"208","0.010441s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","170865","","2920","http > 49557 [ACK] Seq=1 Ack=170865 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"209","0.010555s","0.000114s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","170865","1","1448","29312","[TCP segment of a reassembled PDU]"
"210","0.010605s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","172313","1","2896","29312","[TCP segment of a reassembled PDU]"
"211","0.010614s","0.000009s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","173761","","2920","http > 49557 [ACK] Seq=1 Ack=173761 Win=2920 Len=0 TSval=1066137 TSecr=1069742"
"212","0.010752s","0.000138s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","173761","1","1448","29312","[TCP segment of a reassembled PDU]"
"213","0.010761s","0.000009s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","175209","1","2896","29312","[TCP segment of a reassembled PDU]"
"214","0.010771s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","176657","","2920","http > 49557 [ACK] Seq=1 Ack=176657 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"215","0.010885s","0.000114s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","176657","1","1448","29312","[TCP segment of a reassembled PDU]"
"216","0.010935s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","178105","1","2896","29312","[TCP segment of a reassembled PDU]"
"217","0.010944s","0.000009s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","179553","","2920","http > 49557 [ACK] Seq=1 Ack=179553 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"218","0.011081s","0.000137s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","179553","1","1448","29312","[TCP segment of a reassembled PDU]"
"219","0.011088s","0.000007s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","181001","1","2896","29312","[TCP segment of a reassembled PDU]"
"220","0.011098s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","182449","","2920","http > 49557 [ACK] Seq=1 Ack=182449 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"221","0.011212s","0.000114s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","182449","1","1448","29312","[TCP segment of a reassembled PDU]"
"222","0.011262s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","183897","1","2896","29312","[TCP segment of a reassembled PDU]"
"223","0.011272s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","185345","","2920","http > 49557 [ACK] Seq=1 Ack=185345 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"224","0.011407s","0.000135s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","185345","1","1448","29312","[TCP segment of a reassembled PDU]"
"225","0.011415s","0.000008s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","186793","1","2896","29312","[TCP segment of a reassembled PDU]"
"226","0.011425s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","188241","","2920","http > 49557 [ACK] Seq=1 Ack=188241 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"227","0.011539s","0.000114s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","188241","1","1448","29312","[TCP segment of a reassembled PDU]"
"228","0.011589s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","189689","1","2896","29312","[TCP segment of a reassembled PDU]"
"229","0.011598s","0.000009s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","191137","","2920","http > 49557 [ACK] Seq=1 Ack=191137 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"230","0.011737s","0.000139s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","191137","1","1448","29312","[TCP segment of a reassembled PDU]"
"231","0.011744s","0.000007s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","192585","1","2896","29312","[TCP segment of a reassembled PDU]"
"232","0.011755s","0.000011s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","194033","","2920","http > 49557 [ACK] Seq=1 Ack=194033 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"233","0.011867s","0.000112s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","194033","1","1448","29312","[TCP segment of a reassembled PDU]"
"234","0.011918s","0.000051s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","195481","1","2896","29312","[TCP segment of a reassembled PDU]"
"235","0.011927s","0.000009s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","196929","","2920","http > 49557 [ACK] Seq=1 Ack=196929 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"236","0.012064s","0.000137s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","196929","1","1448","29312","[TCP segment of a reassembled PDU]"
"237","0.012072s","0.000008s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","198377","1","2896","29312","[TCP segment of a reassembled PDU]"
"238","0.012082s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","199825","","2920","http > 49557 [ACK] Seq=1 Ack=199825 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"239","0.012196s","0.000114s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","199825","1","1448","29312","[TCP segment of a reassembled PDU]"
"240","0.012246s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","201273","1","2896","29312","[TCP segment of a reassembled PDU]"
"241","0.012255s","0.000009s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","202721","","2920","http > 49557 [ACK] Seq=1 Ack=202721 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"242","0.012392s","0.000137s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","202721","1","1448","29312","[TCP segment of a reassembled PDU]"
"243","0.012400s","0.000008s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","204169","1","2896","29312","[TCP segment of a reassembled PDU]"
"244","0.012410s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","205617","","2920","http > 49557 [ACK] Seq=1 Ack=205617 Win=2920 Len=0 TSval=1066138 TSecr=1069742"
"245","0.012526s","0.000116s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","205617","1","1448","29312","[TCP segment of a reassembled PDU]"
"246","0.012576s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","207065","1","2896","29312","[TCP segment of a reassembled PDU]"
"247","0.012586s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","208513","","2920","http > 49557 [ACK] Seq=1 Ack=208513 Win=2920 Len=0 TSval=1066138 TSecr=1069743"
"248","0.012726s","0.000140s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","208513","1","1448","29312","[TCP segment of a reassembled PDU]"
"249","0.012735s","0.000009s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","209961","1","2896","29312","[TCP segment of a reassembled PDU]"
"250","0.012746s","0.000011s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","211409","","2920","http > 49557 [ACK] Seq=1 Ack=211409 Win=2920 Len=0 TSval=1066138 TSecr=1069743"
"251","0.012858s","0.000112s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","211409","1","1448","29312","[TCP segment of a reassembled PDU]"
"252","0.012908s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","212857","1","2896","29312","[TCP segment of a reassembled PDU]"
"253","0.012918s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","214305","","2920","http > 49557 [ACK] Seq=1 Ack=214305 Win=2920 Len=0 TSval=1066138 TSecr=1069743"
"254","0.013055s","0.000137s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","214305","1","1448","29312","[TCP segment of a reassembled PDU]"
"255","0.013064s","0.000009s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","215753","1","2896","29312","[TCP segment of a reassembled PDU]"
"256","0.013075s","0.000011s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","217201","","2920","http > 49557 [ACK] Seq=1 Ack=217201 Win=2920 Len=0 TSval=1066138 TSecr=1069743"
"257","0.013188s","0.000113s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","217201","1","1448","29312","[TCP segment of a reassembled PDU]"
"258","0.013239s","0.000051s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","218649","1","2896","29312","[TCP segment of a reassembled PDU]"
"259","0.013248s","0.000009s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","220097","","2920","http > 49557 [ACK] Seq=1 Ack=220097 Win=2920 Len=0 TSval=1066138 TSecr=1069743"
"260","0.013386s","0.000138s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","220097","1","1448","29312","[TCP segment of a reassembled PDU]"
"261","0.013395s","0.000009s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","221545","1","2896","29312","[TCP segment of a reassembled PDU]"
"262","0.013405s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","222993","","2920","http > 49557 [ACK] Seq=1 Ack=222993 Win=2920 Len=0 TSval=1066138 TSecr=1069743"
"263","0.013517s","0.000112s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","222993","1","1448","29312","[TCP segment of a reassembled PDU]"
"264","0.013567s","0.000050s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","224441","1","2896","29312","[TCP segment of a reassembled PDU]"
"265","0.013577s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","225889","","2920","http > 49557 [ACK] Seq=1 Ack=225889 Win=2920 Len=0 TSval=1066138 TSecr=1069743"
"266","0.013714s","0.000137s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","225889","1","1448","29312","[TCP segment of a reassembled PDU]"
"267","0.013723s","0.000009s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","227337","1","2896","29312","[TCP segment of a reassembled PDU]"
"268","0.013733s","0.000010s","192.168.0.42","192.168.0.41","80","49557","TCP","66","1","228785","","2920","http > 49557 [ACK] Seq=1 Ack=228785 Win=2920 Len=0 TSval=1066138 TSecr=1069743"
"269","0.013849s","0.000116s","192.168.0.41","192.168.0.42","49557","80","TCP","1514","228785","1","1448","29312","[TCP segment of a reassembled PDU]"
